label,pixel1,pixel2,pixel3,pixel4,pixel5,pixel6,pixel7,pixel8,pixel9,pixel10,pixel11,pixel12,pixel13,pixel14,pixel15,pixel16,pixel17,pixel18,pixel19,pixel20,pixel21,pixel22,pixel23,pixel24,pixel25,pixel26,pixel27,pixel28,pixel29,pixel30,pixel31,pixel32,pixel33,pixel34,pixel35,pixel36,pixel37,pixel38,pixel39,pixel40,pixel41,pixel42,pixel43,pixel44,pixel45,pixel46,pixel47,pixel48,pixel49,pixel50,pixel51,pixel52,pixel53,pixel54,pixel55,pixel56,pixel57,pixel58,pixel59,pixel60,pixel61,pixel62,pixel63,pixel64,pixel65,pixel66,pixel67,pixel68,pixel69,pixel70,pixel71,pixel72,pixel73,pixel74,pixel75,pixel76,pixel77,pixel78,pixel79,pixel80,pixel81,pixel82,pixel83,pixel84,pixel85,pixel86,pixel87,pixel88,pixel89,pixel90,pixel91,pixel92,pixel93,pixel94,pixel95,pixel96,pixel97,pixel98,pixel99,pixel100,pixel101,pixel102,pixel103,pixel104,pixel105,pixel106,pixel107,pixel108,pixel109,pixel110,pixel111,pixel112,pixel113,pixel114,pixel115,pixel116,pixel117,pixel118,pixel119,pixel120,pixel121,pixel122,pixel123,pixel124,pixel125,pixel126,pixel127,pixel128
3,0,0,0,1,217,1,0,6,1,0,1,0,5,104,0,0,1,0,2,7,416,3,10,0,0,0,49,304,144,248,18,0,0,0,0,0,188,214,19,2,0,2,1,1,91,188,0,1,0,1,0,3,51,247,55,0,0,0,1,1,44,270,73,0,0,0,0,11,543,458,59,5,4,22,63,2,787,71,2,20,0,19,16,0,90,332,0,3,1,46,27,121,345,22,0,0,0,3,7,49,281,0,0,6,0,1,0,0,143,3,1,1,2,1,12,24,15,0,0,0,1,1,0,43,73,1,0,1
3,0,0,0,0,220,0,4,0,0,0,2,0,5,100,9,0,0,1,3,9,413,19,6,0,0,0,49,307,144,252,5,13,12,7,0,1,171,211,21,1,0,2,1,1,92,176,0,1,0,4,4,2,49,255,49,0,0,0,3,1,42,204,73,0,17,0,6,16,543,396,59,4,4,0,62,1,790,75,5,20,0,9,22,0,94,335,0,1,0,44,54,126,347,21,0,0,0,2,17,60,275,2,0,6,0,2,0,4,140,6,0,0,2,3,1,37,14,0,0,0,2,1,4,35,77,0,0,0
3,0,1,0,9,151,0,0,0,1,0,6,1,4,115,16,0,3,1,0,1,524,29,3,2,0,0,32,226,146,273,12,3,0,1,0,7,160,212,18,0,1,2,0,35,99,183,0,3,0,1,0,3,52,251,46,0,0,0,0,2,48,150,52,0,0,0,0,9,575,283,51,5,0,10,69,7,806,72,0,27,3,7,17,0,92,332,0,1,3,17,23,122,337,19,6,0,0,21,0,47,289,0,0,9,0,11,0,1,147,3,0,0,0,5,2,23,15,0,14,0,31,4,1,35,89,0,3,0
3,0,18,0,0,152,3,0,0,0,7,1,0,4,110,17,0,2,0,4,6,449,28,4,0,12,0,23,222,148,276,13,1,3,1,0,9,194,207,7,6,0,3,0,35,103,177,0,7,3,1,1,3,49,238,44,12,0,0,1,1,51,124,52,12,0,0,1,9,417,460,48,0,0,10,67,3,704,112,0,12,2,7,19,0,95,318,0,6,3,17,55,121,355,19,0,7,2,0,0,48,283,7,0,6,8,0,0,2,143,1,2,0,7,9,3,22,13,0,2,0,23,0,1,41,89,0,0,0
3,0,1,0,0,190,0,0,3,0,4,1,0,6,108,16,0,0,1,1,8,547,30,4,0,1,4,23,227,148,280,14,2,0,6,8,9,173,224,27,1,0,3,7,28,88,151,0,0,0,3,22,3,57,241,51,0,3,0,12,36,52,179,63,0,0,0,0,8,423,523,51,2,0,8,64,1,701,122,0,16,4,7,29,0,89,321,0,8,1,32,48,120,355,15,0,0,0,3,0,51,285,0,0,5,5,2,0,2,140,3,2,0,1,3,1,24,16,0,2,0,1,1,0,44,80,0,0,0
3,0,0,0,0,210,0,0,0,1,0,0,0,6,110,12,7,3,0,2,9,606,29,2,3,1,0,23,225,143,275,17,1,4,5,0,7,176,162,26,1,0,0,1,38,86,147,0,1,0,0,0,3,50,235,49,1,7,1,1,1,44,139,66,0,4,0,4,7,448,515,51,4,12,0,76,0,716,127,0,20,7,0,45,0,99,316,1,0,9,59,40,112,347,20,0,0,0,4,0,51,284,1,0,7,0,3,0,2,145,4,1,0,3,2,4,19,16,1,0,0,2,1,1,44,81,1,0,0
3,0,0,0,1,141,2,0,0,0,0,0,0,4,118,17,0,15,3,0,15,736,31,5,0,0,0,155,348,156,332,12,2,0,0,0,0,78,115,22,0,0,3,0,1,6,32,0,3,0,3,1,3,44,243,23,0,0,0,0,0,30,80,68,1,1,0,1,9,423,384,56,0,0,1,3,1,830,144,0,32,1,0,9,0,97,401,7,3,3,14,24,112,383,21,0,0,17,19,2,14,296,0,0,4,8,3,0,1,212,0,1,0,5,0,3,20,153,7,0,0,16,0,0,57,157,2,0,0
3,0,1,0,0,135,3,7,0,1,0,0,1,4,126,30,0,2,1,0,9,16,16,3,0,0,1,24,195,85,337,12,3,1,0,0,0,98,271,51,1,0,0,0,1,6,299,2,1,6,0,0,3,40,285,113,0,1,0,1,1,27,768,126,1,0,0,33,4,48,2092,76,1,0,6,0,9,75,405,74,18,0,9,14,0,103,81,0,2,5,23,0,68,239,19,0,0,0,0,0,2,302,0,0,7,0,3,0,2,240,2,1,1,3,3,3,22,181,12,2,1,1,2,1,43,191,0,1,3
2,19,0,0,2,79,0,0,1,1,20,0,0,4,81,6,0,3,2,2,7,12,0,1,2,0,0,24,110,0,3,11,3,0,12,91,4,24,31,7,5,0,3,21,0,11,7,0,3,0,3,6,0,48,116,83,1,0,0,0,0,23,58,422,1,0,0,0,3,0,711,86,5,0,1,3,3,0,135,103,12,4,0,4,0,47,12,1,15,4,1,30,31,19,20,3,6,0,1,0,2,87,1,0,4,0,0,0,1,23,3,14,0,3,1,3,3,3,12,0,0,1,0,0,6,65,2,0,0
2,0,4,0,13,1,8,0,0,1,6,0,15,2,76,6,0,2,0,8,9,44,215,3,1,1,0,0,100,1023,430,6,3,0,3,11,14,770,9,233,0,0,3,2,149,7,2,10,6,0,2,1,104,35,13,15,0,0,0,2,172,20,3,4,0,1,0,163,644,60,83,22,1,0,2,32,25,3,16,6,17,1,1,7,0,45,7,0,3,3,2,32,2,5,15,0,0,7,0,0,4,287,0,0,4,65,0,0,51,299,47,3,0,6,0,37,2,153,19,0,0,0,10,2,1,94,8,0,0
2,0,0,0,1,13,3,0,0,0,1,0,1,4,116,0,9,2,1,2,3,100,16,0,1,0,1,1,150,322,254,7,70,0,0,0,23,408,9,221,3,0,9,18,323,4,3,0,4,0,7,1,83,36,9,7,4,0,0,69,318,29,3,13,0,14,0,108,213,42,42,0,1,14,5,17,0,295,11,14,54,4,21,6,0,70,199,0,38,3,4,20,86,268,19,0,0,0,1,0,6,255,0,1,6,0,1,0,4,96,72,7,7,7,1,0,0,2,17,184,0,2,0,0,0,48,12,0,0
2,0,1,0,0,135,7,0,0,0,1,1,1,4,160,12,49,6,2,0,3,251,15,1,0,0,1,1,127,281,444,17,104,0,0,0,1,65,9,204,0,7,4,1,48,4,2,0,3,0,10,1,55,37,9,7,1,0,6,33,419,36,1,3,0,7,0,50,406,40,41,0,3,6,2,15,43,406,16,3,17,12,0,0,0,60,199,33,43,0,0,3,152,273,19,16,0,0,3,0,6,223,0,0,3,0,2,0,0,112,54,9,8,1,3,2,3,7,57,183,0,1,3,1,0,121,1,0,0
2,0,0,0,0,83,0,0,1,0,1,2,0,6,82,3,0,0,1,3,1,216,36,4,0,0,0,2,144,425,294,22,30,2,3,0,7,121,9,195,0,7,0,94,292,46,0,0,3,1,0,4,87,36,7,8,1,0,0,67,234,27,2,3,1,0,1,188,449,0,41,0,6,0,6,149,308,0,14,153,46,4,8,16,0,61,20,119,177,16,0,32,321,110,18,27,0,0,7,10,0,232,14,13,7,1,0,11,0,116,19,0,0,1,0,20,0,3,24,7,4,3,1,0,9,121,0,7,10
2,0,0,0,0,87,1,0,7,0,0,2,0,4,128,48,5,0,0,3,0,177,38,0,6,0,0,1,144,275,261,12,16,0,0,2,9,145,15,79,1,5,0,105,382,44,2,0,3,0,0,2,93,41,7,19,0,6,0,79,258,28,2,16,1,12,0,219,465,8,35,0,3,0,0,153,407,1,16,152,57,6,0,18,0,84,23,103,165,5,0,14,430,123,19,0,0,0,3,0,48,267,3,0,7,0,2,0,1,104,0,0,1,1,3,3,1,0,0,1,0,3,1,1,3,106,12,0,0
2,1,0,0,1,98,0,0,7,0,0,0,1,0,133,14,0,5,1,3,3,382,37,12,3,0,1,3,259,181,244,15,0,0,2,0,295,124,15,81,2,0,2,117,404,47,4,0,24,0,2,3,105,44,7,33,0,0,0,78,271,30,1,6,0,3,0,233,510,37,35,0,3,0,1,159,447,0,22,155,54,3,4,20,0,84,23,118,176,0,1,7,422,131,19,0,1,7,0,0,64,265,1,0,6,0,6,1,8,107,3,1,0,10,0,0,7,15,0,2,0,6,49,1,0,103,1,0,0
2,0,0,0,0,24,5,0,1,0,0,3,0,14,128,32,1,1,0,0,1,336,48,3,2,0,1,7,199,184,268,15,2,0,2,0,127,131,14,108,6,0,3,119,387,46,1,0,28,0,3,2,103,44,15,78,0,0,0,91,292,31,0,14,0,0,0,236,499,35,36,0,5,0,1,159,448,0,25,139,56,1,0,19,0,89,22,119,178,2,1,6,400,136,18,0,0,22,0,4,76,264,2,0,7,0,0,9,0,113,4,1,0,1,3,0,0,5,7,1,0,0,0,0,0,110,0,0,0
2,0,0,0,0,46,0,0,0,0,0,0,0,4,129,32,0,0,1,0,8,330,47,3,0,0,1,0,194,192,282,15,2,0,3,0,119,137,13,140,0,0,3,119,376,45,6,3,31,0,4,2,112,44,24,91,20,0,0,86,294,33,1,0,14,2,0,227,512,36,35,0,8,0,0,157,455,0,24,158,57,3,0,18,0,87,21,118,182,3,0,6,398,131,18,1,0,4,5,12,48,265,1,0,7,0,0,0,0,113,3,0,1,15,46,4,0,5,7,0,0,38,6,24,0,108,0,0,1
2,0,12,0,0,22,0,0,0,7,1,0,8,4,133,41,0,7,39,0,0,324,41,5,0,3,1,15,202,191,272,15,2,0,2,0,135,136,3,110,13,0,3,120,393,53,0,0,32,0,1,2,115,63,28,87,19,0,0,89,304,35,0,2,0,2,0,223,520,48,31,0,0,3,0,156,464,1,27,143,55,1,1,20,0,101,21,113,176,3,0,0,395,137,16,12,0,0,2,0,53,268,1,0,6,0,2,0,2,113,4,1,0,3,2,4,0,4,8,0,0,2,0,1,1,110,1,0,3
2,0,0,0,0,23,0,0,0,0,0,0,1,3,134,49,0,0,7,5,14,324,42,3,1,27,12,12,202,189,272,14,3,0,0,2,130,141,12,111,1,0,4,133,416,59,28,0,35,0,4,0,110,63,28,89,0,0,0,83,315,31,1,3,0,1,6,239,519,23,43,0,7,0,1,143,468,0,11,143,52,2,0,24,0,91,24,121,177,3,1,0,398,125,17,0,0,0,3,0,56,275,0,0,6,0,3,0,1,112,3,1,0,2,3,3,1,6,6,0,0,2,1,1,2,111,0,0,0
2,4,0,0,0,20,0,0,3,39,0,2,0,4,137,51,0,3,0,2,1,339,42,4,0,3,4,1,199,199,282,16,1,0,1,3,129,141,24,115,1,0,3,116,399,49,13,7,39,0,3,0,119,63,28,93,0,0,0,76,308,39,0,4,0,2,0,220,516,46,35,7,0,0,0,113,457,0,25,149,60,2,0,21,0,92,22,119,172,4,0,7,397,143,20,0,9,0,3,0,52,268,2,0,11,0,1,0,1,112,3,0,0,2,2,3,0,3,7,0,0,2,1,1,0,112,1,0,0
2,0,4,0,0,22,1,0,0,12,7,0,0,4,137,56,0,8,7,0,3,348,60,3,1,6,16,1,201,195,284,15,3,0,3,0,144,132,21,114,5,0,1,120,403,48,9,0,52,0,3,2,114,67,30,100,0,0,0,79,311,39,0,0,14,0,0,222,518,48,24,0,2,0,1,115,457,0,25,143,51,1,1,28,0,92,23,118,176,2,1,14,396,127,21,0,0,0,3,0,52,268,1,0,7,0,2,0,1,113,4,0,1,3,1,3,1,3,7,2,0,2,1,0,2,113,1,0,0
2,0,1,0,1,19,1,0,1,0,0,1,1,4,137,57,0,0,0,2,1,344,59,4,0,0,4,1,198,196,279,16,3,0,1,0,130,131,14,115,3,0,3,124,409,46,6,1,39,0,3,26,114,62,27,92,1,0,0,83,300,42,0,3,1,0,0,220,518,48,19,0,6,0,1,134,463,0,32,145,57,0,0,7,0,89,46,135,167,4,1,20,404,142,16,0,7,0,3,0,55,268,0,0,7,0,2,0,3,113,3,0,1,1,2,1,3,5,4,0,1,1,1,1,2,108,0,0,0
2,0,6,0,0,15,0,0,0,0,22,0,1,4,137,59,0,0,2,1,3,350,60,6,0,0,0,1,199,194,279,15,1,0,1,0,152,143,13,113,2,3,2,121,399,63,2,8,35,0,2,5,112,48,37,93,0,0,0,105,310,35,7,3,0,0,0,217,523,57,0,0,0,0,0,123,459,3,33,153,48,1,0,18,0,88,44,124,188,7,0,0,411,128,19,0,7,0,5,0,55,267,1,0,7,1,1,0,3,112,3,0,0,3,2,2,3,5,5,0,0,1,0,1,2,104,0,0,0
2,7,51,0,0,15,0,0,1,3,20,2,0,4,136,52,0,0,4,3,0,342,61,3,0,0,0,1,193,182,282,16,3,0,1,4,121,127,6,113,1,0,4,113,448,23,6,59,36,0,3,0,107,43,10,89,0,0,0,67,277,32,12,3,0,0,1,221,527,55,7,6,13,0,5,142,468,0,25,148,63,2,0,21,0,99,44,100,188,3,2,9,432,144,24,1,5,0,0,0,55,268,2,0,6,0,3,0,2,113,4,1,0,3,3,2,3,5,6,2,0,0,1,0,2,103,0,0,0
2,0,0,0,0,17,1,0,1,15,0,2,0,3,135,58,0,12,0,1,1,343,61,3,2,15,0,0,206,187,279,15,2,0,1,4,143,135,5,108,1,0,3,124,401,56,0,63,36,0,4,0,112,51,30,101,1,0,0,69,308,33,4,2,0,1,0,222,535,62,4,1,11,0,3,127,463,0,20,151,50,0,0,26,0,88,43,96,180,3,3,11,402,139,15,6,0,0,3,0,55,269,1,0,7,0,3,0,1,113,3,0,1,1,3,0,2,6,0,0,0,1,1,0,1,107,0,0,0
2,1,0,5,1,0,5,0,0,0,0,1,0,0,156,62,0,2,0,9,4,332,67,4,0,0,0,7,210,182,290,15,1,0,0,0,113,137,19,109,0,0,3,121,412,48,5,39,35,0,1,2,115,47,28,104,0,0,0,88,289,35,2,0,2,1,0,216,522,53,1,15,3,0,0,125,457,0,25,153,46,3,0,17,0,89,37,126,185,4,0,5,399,137,19,0,0,0,15,0,56,272,0,0,7,9,0,0,5,115,3,1,0,5,13,5,0,6,0,1,0,0,0,23,3,104,0,0,0
2,0,2,0,0,24,15,4,0,0,10,2,1,9,145,50,0,1,1,3,1,361,65,0,0,1,0,1,202,206,278,9,1,0,2,0,142,136,15,111,0,0,3,122,398,48,6,64,44,0,3,3,114,48,30,120,0,0,0,88,304,36,1,13,0,0,0,215,530,55,3,28,0,0,1,127,462,0,35,160,52,3,1,17,0,91,37,121,180,1,3,6,399,137,21,0,0,15,0,1,41,270,6,3,0,0,51,6,0,110,5,0,0,0,0,0,0,0,0,3,0,39,0,0,2,97,4,0,0
2,0,0,0,0,14,0,0,0,1,0,1,0,3,150,48,0,3,0,3,1,352,64,4,4,0,0,1,200,197,279,13,14,7,0,0,129,137,15,112,1,17,0,145,405,48,5,63,35,0,1,12,126,49,32,103,0,0,24,87,315,36,1,3,0,0,0,244,495,55,0,19,5,0,3,132,441,8,27,156,53,1,0,13,0,89,39,121,185,3,0,10,411,142,14,0,0,0,3,0,55,273,3,0,1,0,1,0,1,115,3,0,0,4,1,1,1,6,0,2,0,1,0,7,1,110,0,0,0
2,3,3,0,1,16,3,0,2,15,0,0,1,3,149,61,0,4,0,1,8,353,64,3,0,2,0,1,201,201,279,15,3,0,1,0,138,147,15,120,1,0,4,121,415,53,5,84,36,0,5,0,120,50,21,112,7,0,0,96,309,32,12,12,46,0,0,217,534,54,3,15,0,0,2,127,463,0,28,144,65,1,1,22,0,93,42,89,191,1,2,0,399,143,19,0,3,0,3,0,56,271,0,0,6,0,2,0,2,113,3,0,1,3,3,0,3,4,1,0,0,2,0,0,2,107,1,0,0
2,0,1,0,0,14,1,18,0,0,3,1,0,25,146,75,3,0,1,1,7,382,63,0,4,0,0,0,205,203,287,10,7,0,4,0,145,135,15,113,1,0,4,123,399,46,6,65,35,0,3,3,118,48,33,106,0,0,0,90,307,34,2,3,0,5,0,219,535,56,2,22,1,0,0,126,460,0,29,153,55,0,0,19,0,91,39,119,184,3,0,7,397,142,19,0,2,0,3,18,66,272,0,8,11,0,1,0,0,88,1,2,1,4,2,0,13,0,0,1,0,3,0,21,6,108,0,0,0
2,0,0,0,1,16,2,3,0,0,0,1,1,4,147,76,0,2,1,1,9,356,63,4,0,0,0,1,201,201,283,19,0,0,17,0,117,134,15,124,4,0,3,124,429,46,6,64,36,0,0,3,124,44,35,105,2,3,0,90,291,33,2,3,0,13,6,224,531,63,3,21,3,0,7,115,481,0,29,152,54,0,0,12,0,90,38,122,182,0,0,0,411,143,20,0,0,0,2,0,56,271,0,0,7,1,1,0,2,115,3,1,1,3,2,2,3,5,0,1,0,1,1,0,2,108,0,0,0
2,0,0,0,0,15,0,0,1,0,0,3,0,6,149,63,1,1,3,6,6,368,60,3,2,0,2,3,221,191,282,15,1,0,0,0,150,135,19,132,0,0,3,125,401,47,6,55,50,1,1,6,125,46,35,103,0,0,0,92,314,35,2,1,0,3,0,213,536,63,3,20,2,0,1,125,456,0,31,154,55,3,0,18,0,92,38,124,184,3,0,0,400,148,18,0,0,31,38,4,34,271,7,0,6,1,10,1,0,112,3,1,0,0,3,1,1,8,0,2,0,0,0,0,14,118,0,0,0
2,0,1,0,1,17,1,1,0,0,0,0,0,4,152,65,0,1,1,0,9,353,60,5,0,0,0,1,205,203,283,15,1,1,3,0,143,135,17,123,1,6,0,122,426,49,6,65,37,0,2,0,141,47,32,108,1,0,0,92,316,34,1,1,0,0,0,212,535,61,17,29,4,0,0,156,450,0,25,148,57,0,0,43,0,97,33,121,180,5,4,0,406,150,18,1,0,0,3,0,56,273,0,0,7,3,1,0,3,115,3,0,0,3,1,3,1,6,0,0,1,2,1,1,1,108,0,0,0
2,0,1,0,1,12,0,7,0,0,6,1,1,7,160,68,1,0,2,0,8,366,75,7,0,0,1,1,210,204,292,23,0,0,1,0,144,134,17,122,1,0,2,124,399,48,7,68,36,0,1,4,124,45,33,112,0,0,0,92,312,35,2,2,0,0,17,215,529,63,3,28,3,0,7,126,460,0,31,150,51,1,0,19,0,93,38,123,180,9,0,0,404,145,19,1,0,0,0,1,64,275,1,0,12,0,2,0,4,119,3,0,1,2,3,3,0,5,0,3,1,0,2,20,0,108,1,0,0
2,0,15,0,0,16,1,0,0,0,0,0,15,3,147,65,0,0,0,1,7,351,62,4,1,11,1,0,197,199,280,16,2,0,0,7,135,133,17,119,3,0,2,126,418,46,15,68,36,0,4,2,126,39,32,111,0,0,0,88,317,33,3,3,0,0,0,213,527,61,0,40,0,0,1,127,461,0,34,152,63,2,0,19,0,90,39,127,199,3,1,4,406,145,15,0,0,0,3,1,56,275,1,0,7,0,2,0,1,116,5,1,0,4,3,1,1,0,0,1,0,3,1,0,1,106,0,0,0
2,0,1,0,0,23,0,0,0,0,1,0,0,1,152,65,0,3,0,0,8,361,57,3,0,0,0,0,204,199,283,15,3,0,0,0,159,135,17,120,0,0,9,140,406,48,6,67,35,0,0,1,130,48,31,108,1,7,0,92,326,35,1,3,1,0,0,233,527,71,0,29,3,0,2,131,513,12,31,151,56,3,0,23,0,103,24,121,183,4,3,0,378,144,25,0,0,0,2,0,57,271,3,0,6,0,1,0,7,115,4,1,0,4,1,1,1,5,0,1,0,1,0,1,2,107,0,0,0
2,0,0,0,1,21,9,3,0,1,0,1,0,0,160,57,0,0,0,4,8,368,58,1,0,0,1,1,207,207,291,8,1,0,3,0,148,137,16,115,3,0,3,124,412,48,6,68,37,0,2,3,128,48,34,108,0,0,0,89,314,35,2,3,0,101,0,217,527,63,2,31,6,0,20,127,458,0,30,153,55,0,0,19,0,93,39,120,179,4,13,7,404,145,19,0,0,0,3,9,49,278,0,0,0,0,2,5,0,119,3,16,0,4,2,14,0,7,0,13,0,1,0,1,0,110,0,7,0
2,0,14,0,0,16,2,0,1,0,3,2,1,2,149,65,0,0,0,7,1,360,62,3,0,9,0,3,207,202,287,16,1,0,1,0,160,132,12,99,0,1,2,127,415,48,0,123,36,1,1,3,130,38,40,109,0,0,0,92,319,31,9,16,15,0,0,219,542,65,0,48,0,0,1,126,454,0,31,167,72,0,1,19,0,91,42,123,200,2,2,0,406,145,19,0,3,5,5,0,57,276,0,0,7,9,7,0,2,118,2,0,1,0,0,3,3,6,0,1,0,7,2,1,3,105,0,0,1
2,0,1,0,1,17,0,2,0,0,7,2,0,5,151,61,5,1,2,1,5,363,60,0,0,0,1,1,202,202,289,11,1,0,8,0,142,136,17,111,1,10,9,124,413,48,6,68,36,0,0,3,129,46,33,107,2,6,0,90,309,27,3,3,0,8,0,224,529,63,2,31,3,0,0,131,480,0,31,151,56,1,0,11,0,89,41,117,182,3,12,16,403,144,20,0,0,0,3,3,71,278,1,0,8,0,0,0,0,116,3,2,0,7,1,7,1,7,0,2,0,3,2,3,3,108,0,0,4
2,0,9,3,1,23,3,0,1,0,5,0,2,4,150,64,0,0,0,5,7,364,64,3,0,1,3,6,214,204,288,15,1,0,1,0,151,135,25,115,3,0,3,126,411,32,10,63,22,0,3,1,132,48,31,115,0,4,0,91,319,19,0,36,0,0,0,216,534,66,1,46,0,0,2,127,456,0,29,156,53,0,1,18,0,96,39,129,176,3,2,35,404,148,19,0,0,19,50,0,56,271,2,0,6,24,0,0,2,115,3,0,0,5,9,1,3,3,1,0,0,0,0,0,3,108,1,0,1
2,0,0,0,0,27,0,4,3,0,0,1,0,5,151,65,3,1,3,3,3,352,47,3,0,0,1,1,200,211,295,21,0,0,1,6,159,143,17,119,1,0,3,124,445,47,1,0,37,0,4,3,127,46,8,44,0,0,0,92,288,32,1,1,0,0,0,219,533,62,1,32,6,0,15,127,455,0,32,149,52,0,20,19,0,92,39,119,177,0,19,35,444,145,19,1,0,0,1,0,62,283,6,0,7,0,1,0,1,119,14,0,1,3,1,6,0,8,7,0,0,1,1,13,0,115,5,0,0
2,0,0,0,0,24,1,9,0,0,4,1,0,5,151,56,0,1,0,3,6,341,52,0,6,0,0,3,204,204,288,21,3,14,0,0,159,140,18,165,1,0,7,124,427,47,2,80,61,0,0,3,128,47,7,42,1,0,6,92,317,35,1,1,0,23,17,214,553,63,0,28,3,3,0,139,487,0,31,154,57,0,0,25,0,95,32,121,182,12,3,4,440,145,18,1,0,0,2,0,56,267,0,0,4,0,1,0,0,93,0,0,1,2,1,5,8,3,9,0,1,1,0,0,7,96,8,0,1
2,0,0,0,1,25,1,0,0,1,0,2,0,4,151,68,0,1,0,4,6,339,48,8,0,0,1,1,204,206,290,15,0,1,7,0,192,140,19,179,0,0,12,124,435,48,1,80,65,0,15,3,129,48,6,43,0,0,0,89,316,36,0,3,3,0,33,212,549,65,0,32,4,0,0,127,454,0,31,152,57,0,1,77,0,95,36,120,183,22,0,5,444,145,18,1,0,0,0,0,51,278,12,0,7,0,2,0,0,113,0,0,1,3,1,2,3,1,7,0,0,1,1,2,0,109,0,0,0
2,0,0,0,0,30,0,0,1,0,0,3,0,0,160,63,1,2,1,2,7,336,45,3,1,0,2,3,210,206,297,15,3,0,0,0,169,142,20,195,60,0,3,124,439,48,7,83,63,0,4,4,128,46,7,39,0,0,0,87,313,36,2,28,8,1,0,212,540,68,4,32,1,0,0,124,451,3,28,153,49,3,0,18,0,97,33,143,175,3,0,25,433,152,19,7,0,0,3,4,53,272,3,0,6,0,2,6,0,118,4,0,0,3,2,12,7,6,0,1,0,3,0,0,0,108,0,0,0
2,0,2,0,3,24,1,0,3,0,1,0,0,4,151,67,0,1,1,6,3,338,48,4,1,1,1,12,218,204,287,16,3,0,1,0,185,135,17,184,0,0,5,126,436,48,11,75,63,0,3,3,131,39,19,42,0,0,0,89,326,40,1,0,0,0,0,219,563,63,0,32,5,0,1,63,468,7,25,152,57,2,1,27,0,103,29,124,179,3,0,0,439,149,20,1,0,0,3,0,63,271,2,0,6,0,2,0,4,115,4,2,0,4,2,4,15,3,1,0,0,2,1,1,2,108,1,0,1
2,5,0,0,0,23,2,0,1,1,3,12,2,4,152,63,0,6,0,2,7,322,43,2,1,0,3,0,231,204,287,15,3,0,2,1,148,139,25,187,21,0,3,123,454,47,0,82,71,0,5,2,131,64,3,46,0,0,0,88,319,43,0,0,0,3,0,211,550,63,7,33,2,0,1,124,462,0,34,150,55,2,1,13,0,81,35,125,180,2,1,14,450,156,5,0,0,0,3,0,57,269,0,0,7,0,2,0,2,117,2,1,1,1,3,3,0,5,0,2,0,2,1,1,1,108,0,0,0
2,5,0,0,0,22,1,0,1,1,44,0,1,3,152,65,1,1,1,1,6,335,59,4,0,0,10,1,208,205,287,15,2,0,0,0,180,139,20,179,1,4,0,112,437,48,2,81,65,0,2,6,143,48,5,43,2,0,0,84,327,36,1,0,0,0,0,216,560,63,3,31,4,13,0,121,472,0,32,149,59,0,0,17,0,96,34,124,180,5,11,7,457,147,19,1,0,0,3,0,56,271,4,3,0,0,2,0,1,118,4,6,7,4,1,0,2,4,0,1,5,2,0,0,2,110,0,0,3
2,0,0,0,0,24,0,0,0,0,0,1,0,4,152,75,0,3,0,3,3,340,57,0,0,0,0,2,208,207,288,15,3,3,0,2,177,140,19,178,1,0,5,147,457,46,1,85,65,0,7,4,131,46,7,44,0,0,13,94,319,35,3,1,0,0,0,148,557,65,3,33,3,0,0,132,464,0,31,152,55,0,11,16,0,95,27,123,179,0,3,27,458,148,19,1,0,0,1,0,57,272,2,0,6,1,1,0,1,118,3,1,0,3,3,0,3,5,0,0,0,7,0,31,0,108,0,0,0
2,0,1,4,0,23,0,0,0,0,2,3,0,4,148,65,0,0,2,3,0,338,60,2,1,1,3,0,200,207,291,14,3,1,0,0,178,149,38,183,12,0,3,126,440,39,7,86,79,0,3,3,128,56,5,44,20,0,0,89,321,39,0,12,0,0,0,212,556,70,0,40,0,0,1,126,464,0,34,156,44,1,1,19,0,105,38,126,176,2,11,0,445,141,27,0,1,0,1,0,57,271,0,0,5,0,0,0,0,117,3,5,1,4,1,1,1,4,1,0,0,1,0,0,1,105,1,0,3
2,5,0,0,0,22,2,0,0,4,0,0,1,3,151,65,0,9,0,1,7,338,60,3,2,3,15,0,209,207,289,13,3,0,0,0,171,146,20,182,3,0,3,126,443,32,5,83,68,0,3,0,130,51,4,43,1,0,0,92,329,37,12,0,4,0,1,216,575,80,11,32,4,0,3,127,486,0,37,151,56,1,0,4,0,96,51,122,181,3,1,0,440,168,12,0,0,0,4,0,57,275,0,0,0,0,3,0,2,116,6,0,2,5,2,2,2,1,10,1,8,3,1,1,2,112,0,12,2
2,0,0,0,0,20,9,3,7,0,0,2,1,0,156,36,8,1,2,3,6,338,49,5,4,0,1,2,211,217,299,14,0,0,2,0,176,141,21,189,0,0,3,124,440,48,6,83,64,0,2,1,130,48,3,49,1,0,0,88,320,37,1,1,15,1,0,212,556,69,3,32,1,0,1,125,462,1,32,144,56,2,0,20,0,95,42,126,185,2,1,7,435,153,19,0,0,0,1,0,59,280,0,0,7,3,0,0,0,127,0,1,0,16,0,0,9,6,0,1,0,7,3,0,0,96,0,0,0
