label,pixel1,pixel2,pixel3,pixel4,pixel5,pixel6,pixel7,pixel8,pixel9,pixel10,pixel11,pixel12,pixel13,pixel14,pixel15,pixel16,pixel17,pixel18,pixel19,pixel20,pixel21,pixel22,pixel23,pixel24,pixel25,pixel26,pixel27,pixel28,pixel29,pixel30,pixel31,pixel32,pixel33,pixel34,pixel35,pixel36,pixel37,pixel38,pixel39,pixel40,pixel41,pixel42,pixel43,pixel44,pixel45,pixel46,pixel47,pixel48,pixel49,pixel50,pixel51,pixel52,pixel53,pixel54,pixel55,pixel56,pixel57,pixel58,pixel59,pixel60,pixel61,pixel62,pixel63,pixel64,pixel65,pixel66,pixel67,pixel68,pixel69,pixel70,pixel71,pixel72,pixel73,pixel74,pixel75,pixel76,pixel77,pixel78,pixel79,pixel80,pixel81,pixel82,pixel83,pixel84,pixel85,pixel86,pixel87,pixel88,pixel89,pixel90,pixel91,pixel92,pixel93,pixel94,pixel95,pixel96,pixel97,pixel98,pixel99,pixel100,pixel101,pixel102,pixel103,pixel104,pixel105,pixel106,pixel107,pixel108,pixel109,pixel110,pixel111,pixel112,pixel113,pixel114,pixel115,pixel116,pixel117,pixel118,pixel119,pixel120,pixel121,pixel122,pixel123,pixel124,pixel125,pixel126,pixel127,pixel128
2,0,0,0,2,211,0,0,1,0,0,6,0,7,112,43,3,1,0,0,9,91,12,3,0,0,0,0,400,140,124,71,1,1,0,56,421,155,32,224,0,0,3,140,342,35,0,0,4,0,4,14,123,51,11,6,1,0,0,72,380,56,0,27,1,2,0,149,979,733,219,108,118,0,3,56,7,7,88,243,83,1,0,10,0,102,1,142,22,3,1,7,3,16,79,15,0,0,2,0,1,111,2,11,4,0,3,0,1,3,46,108,0,1,4,2,2,0,0,171,2,1,1,0,2,3,0,0,1
2,0,13,0,0,212,4,0,1,0,0,2,0,7,112,39,0,11,0,4,11,93,12,1,0,3,0,2,383,141,124,77,8,3,0,46,415,152,32,219,3,4,3,137,339,46,1,0,4,0,0,3,124,49,19,8,0,27,0,74,376,57,9,30,0,0,0,157,966,724,217,105,118,0,0,61,0,4,89,240,74,15,0,10,0,100,3,135,23,5,0,0,0,5,80,27,0,0,2,3,5,114,11,9,6,1,1,5,14,0,52,107,1,3,0,1,3,0,0,169,0,2,0,11,0,0,0,0,0
2,0,0,0,0,227,7,5,0,0,0,3,0,3,108,38,0,2,0,3,10,98,0,3,3,0,0,2,385,144,117,71,6,0,1,48,399,149,35,224,1,0,2,136,335,44,1,0,6,0,3,2,125,52,18,7,0,0,0,74,373,57,8,28,9,1,0,147,962,724,218,107,120,0,0,55,7,3,92,244,74,3,0,13,0,101,1,136,22,3,1,6,1,5,78,26,0,4,0,5,0,87,0,9,7,0,4,0,0,12,54,107,0,11,0,1,0,0,5,169,0,4,0,23,0,11,1,0,0
2,0,1,0,0,219,0,0,0,0,0,1,1,3,113,42,0,0,1,0,13,91,14,3,0,0,1,0,391,138,126,71,2,0,3,48,415,148,33,253,0,0,3,139,342,44,4,3,41,0,3,3,126,51,14,7,6,0,0,75,377,61,7,19,11,2,0,148,967,732,224,108,124,0,0,56,6,7,92,240,66,1,0,6,0,103,1,136,20,2,1,19,1,6,80,33,0,21,0,0,2,110,0,9,8,0,7,0,1,3,46,108,0,6,12,4,0,0,0,168,0,0,7,1,0,1,0,0,0
2,0,11,1,8,216,0,0,1,13,0,12,7,6,110,43,0,1,0,0,16,92,12,3,0,0,5,1,399,139,123,71,2,0,3,48,408,152,43,236,0,0,3,140,339,56,1,19,0,0,2,3,124,48,24,0,0,0,0,75,378,52,19,25,12,0,0,147,966,727,228,104,134,0,1,55,8,4,92,240,88,1,0,11,1,103,1,140,23,3,1,4,0,8,79,27,0,0,0,0,1,108,3,12,6,0,1,0,2,3,46,108,0,0,8,1,2,1,0,168,0,0,16,0,2,3,0,0,0
2,0,0,0,0,213,0,0,0,0,0,0,0,6,110,43,0,3,0,0,11,92,11,3,0,0,0,0,408,138,123,71,2,1,2,47,388,152,34,219,0,0,3,136,335,44,1,0,6,0,4,1,124,49,19,6,1,0,0,72,375,57,8,28,1,32,0,147,965,716,223,106,116,5,0,54,8,4,91,240,74,0,12,9,0,100,3,136,22,0,0,7,1,5,79,27,0,0,2,0,1,89,0,20,3,0,1,0,3,0,55,120,0,2,1,3,0,0,15,163,0,3,1,0,0,0,1,0,0
2,0,0,0,3,218,2,0,7,0,0,1,0,7,112,0,0,7,1,0,12,92,11,7,0,0,0,3,386,140,124,76,6,0,9,46,392,150,34,220,1,0,0,134,331,44,2,0,6,0,0,3,121,48,19,7,1,0,0,73,373,60,8,28,0,6,1,144,960,719,220,105,118,3,0,55,9,6,90,236,73,0,0,8,0,102,1,135,24,9,31,7,2,6,79,27,0,0,2,0,3,111,11,0,8,0,3,0,1,11,64,108,0,3,3,2,0,12,0,172,0,3,1,2,1,2,0,0,1
2,0,1,0,0,217,0,0,0,0,4,1,0,7,112,42,0,0,1,0,12,92,12,7,15,0,1,1,386,139,125,75,2,0,12,44,387,151,33,219,0,0,7,135,329,45,1,0,5,0,6,0,124,49,17,7,0,0,15,72,363,60,8,30,0,3,1,143,983,716,220,107,116,3,9,0,24,5,91,238,74,16,0,6,0,102,3,136,19,49,0,0,17,6,79,27,0,0,2,0,2,96,14,10,6,0,0,0,0,0,60,108,0,3,2,1,27,0,0,167,0,1,1,2,8,5,0,0,0
2,0,1,0,1,207,7,0,5,0,0,1,0,0,110,48,0,0,1,1,12,94,13,19,0,0,1,1,388,139,135,79,0,0,2,47,396,156,34,209,1,0,2,136,339,47,2,0,9,0,3,3,123,51,17,8,0,0,0,72,374,60,7,17,0,0,0,148,960,721,225,108,119,0,2,56,7,5,92,243,74,0,2,11,0,101,5,136,24,3,1,0,6,6,80,26,0,0,7,1,1,110,0,10,5,5,7,0,0,2,46,108,0,0,7,3,0,0,0,166,3,19,0,1,0,2,1,2,0
2,0,0,0,0,211,0,0,1,1,0,1,0,6,112,43,0,0,8,0,12,92,13,3,0,0,15,0,389,138,124,72,3,0,3,56,382,152,33,219,3,0,3,148,300,48,1,0,5,0,3,7,122,51,17,6,1,0,0,66,384,60,8,29,1,0,0,154,991,728,224,111,124,0,0,66,8,4,92,247,70,0,1,19,0,102,3,148,28,4,3,7,0,5,80,29,0,0,3,0,3,108,2,9,9,0,1,0,1,3,46,109,0,0,0,3,1,0,0,167,0,0,0,0,1,3,0,0,0
2,0,0,0,0,215,0,0,1,0,0,0,1,6,112,42,0,10,1,0,13,92,13,5,0,3,0,3,413,138,124,73,2,0,1,47,401,161,36,229,0,0,3,137,340,36,0,3,1,0,2,3,124,52,15,12,1,0,0,75,378,63,10,54,0,1,0,147,967,729,229,104,120,0,0,56,7,4,94,238,76,1,0,9,0,102,3,132,23,3,0,0,6,7,82,0,3,0,2,0,3,108,1,12,11,7,1,0,2,1,46,109,0,7,7,0,3,0,2,168,0,14,6,1,2,3,1,1,0
2,15,0,0,9,212,1,0,0,1,0,0,0,6,112,42,0,0,8,0,8,92,12,3,3,0,2,2,388,139,124,71,2,0,1,50,427,133,37,223,1,0,3,145,345,39,9,0,5,0,5,2,127,40,29,8,0,0,0,84,379,63,24,30,0,1,0,149,975,724,223,103,135,0,0,60,8,11,85,244,76,3,0,9,0,110,0,133,16,2,1,35,0,9,80,38,0,0,3,0,1,111,1,11,5,0,1,0,1,3,51,108,0,2,3,3,1,0,1,168,0,1,0,1,1,2,1,0,0
2,0,1,0,0,211,1,0,1,0,16,2,0,6,112,43,0,0,6,1,11,92,12,4,0,0,13,1,388,140,124,71,1,0,3,52,396,144,44,224,7,0,3,139,348,54,4,0,1,0,4,0,127,46,28,7,0,0,0,73,386,66,20,29,0,2,0,151,982,733,226,92,112,0,1,57,9,0,86,236,74,2,7,7,0,97,7,152,22,3,0,14,0,0,92,30,0,0,2,0,3,114,1,9,7,0,2,0,1,1,46,105,1,3,2,3,1,1,0,168,0,1,0,1,1,3,0,0,1
2,0,3,0,1,209,1,0,0,0,9,2,0,6,113,43,0,4,10,1,11,92,12,5,0,2,13,2,387,139,125,73,2,4,0,47,398,147,33,221,1,9,0,132,359,46,1,0,4,7,6,0,119,50,17,7,2,0,0,67,387,59,8,27,1,0,0,151,993,750,220,104,119,2,1,63,10,12,87,240,76,1,0,19,0,113,0,137,25,1,1,6,1,7,81,27,0,0,1,2,1,112,0,17,0,0,2,0,1,3,45,112,0,3,3,3,0,0,0,168,0,0,1,2,1,3,1,0,1
2,0,1,0,0,211,0,0,0,0,4,1,0,5,112,44,0,2,0,1,12,92,11,5,0,1,0,1,386,140,124,72,0,0,3,37,399,147,33,219,3,2,18,124,343,47,1,0,4,0,14,9,124,51,17,7,0,0,6,75,382,60,7,30,0,2,0,140,995,723,225,103,118,1,1,51,15,0,86,233,75,0,0,0,0,97,4,135,24,7,0,0,2,0,86,25,0,0,4,2,1,114,3,12,7,0,3,0,1,2,46,110,0,2,3,4,1,0,0,177,1,1,2,0,1,0,0,0,1
2,0,0,0,0,213,0,3,6,0,0,3,0,5,112,46,0,0,0,2,10,90,13,0,6,0,1,2,384,140,124,81,0,0,0,48,387,146,33,228,1,0,1,135,335,44,1,0,5,0,11,3,121,49,18,7,0,0,4,73,375,60,9,30,0,0,0,151,972,720,224,107,119,1,2,63,3,6,90,237,76,0,31,14,0,103,1,135,24,0,7,0,0,6,80,28,0,1,2,0,4,105,2,16,0,0,1,0,1,0,41,117,0,3,2,3,1,0,1,170,0,2,2,1,1,0,6,0,0
2,0,0,0,0,214,0,3,0,0,4,2,0,7,111,41,0,1,2,2,11,92,12,0,0,0,1,1,384,140,125,75,9,0,18,48,385,148,33,219,3,0,3,137,335,46,1,0,4,1,8,4,120,49,17,8,1,25,1,73,375,59,8,30,0,7,32,149,989,719,222,107,117,0,0,48,17,4,92,239,71,0,7,84,0,99,4,136,24,0,0,7,0,6,80,28,0,0,0,0,3,121,0,7,0,0,2,0,2,0,37,110,9,1,3,0,3,0,16,175,0,1,1,0,7,0,4,0,3
2,0,1,0,0,215,3,0,0,1,0,3,0,3,113,36,4,1,0,1,11,92,14,0,7,0,1,1,385,140,126,67,7,0,0,45,394,145,35,224,0,0,4,136,338,44,1,0,5,0,1,5,120,48,19,7,0,0,4,73,371,60,8,28,0,13,0,147,964,719,219,105,117,7,0,56,7,3,92,238,75,0,24,8,0,100,3,134,25,3,0,7,2,6,80,28,0,0,3,0,3,120,17,9,7,0,2,3,0,0,61,105,1,4,3,0,2,0,0,167,0,1,0,0,19,11,0,0,0
2,0,1,0,1,223,7,0,4,0,4,2,1,3,112,44,12,0,1,2,12,87,15,5,5,0,1,1,388,133,124,70,3,0,2,46,395,147,33,231,0,0,3,136,335,46,1,0,4,0,1,2,121,49,19,7,1,0,0,73,375,60,9,28,0,0,3,147,968,719,219,102,119,0,10,56,8,5,92,239,80,1,22,9,0,100,3,139,21,15,0,6,3,5,78,28,0,0,0,1,0,110,3,10,7,2,1,0,20,0,44,104,1,2,0,0,0,0,0,167,1,1,0,7,4,5,3,0,0
2,0,0,0,0,211,0,8,6,1,3,1,1,5,112,48,0,3,0,1,12,92,14,0,0,0,0,0,388,140,126,76,6,0,19,48,398,147,35,221,3,0,17,136,335,44,2,0,7,0,3,3,120,49,19,6,0,2,0,74,374,58,7,30,4,15,0,148,967,721,223,105,119,0,0,57,8,3,93,240,74,0,14,12,0,99,4,137,22,0,0,0,0,6,75,28,0,0,1,0,3,113,0,11,7,0,1,0,1,0,41,110,15,7,1,1,2,8,7,177,12,0,1,0,1,0,1,3,1
2,0,1,0,0,214,0,0,3,1,2,1,0,6,112,48,3,3,1,0,13,91,12,7,1,0,0,1,390,142,126,56,3,0,17,51,407,145,35,219,1,0,14,135,346,46,2,0,5,7,0,0,128,51,17,5,1,6,2,82,383,60,9,30,2,0,1,146,1004,728,222,104,119,1,15,57,27,12,100,236,76,0,0,22,0,111,11,135,24,0,0,18,0,7,83,27,0,0,1,0,1,115,0,0,10,0,2,0,2,3,42,97,0,4,0,1,1,0,0,172,0,1,1,1,1,2,0,0,8
2,0,0,0,1,215,0,0,1,0,1,1,0,6,110,44,0,0,7,2,12,92,13,4,0,0,18,2,387,137,124,71,3,0,0,50,391,139,40,220,2,0,3,147,359,25,13,0,4,0,2,6,129,55,22,7,0,0,0,72,385,59,14,28,1,2,0,145,1009,742,227,99,118,0,0,51,14,4,110,240,76,3,2,0,0,107,9,142,29,3,0,16,1,4,86,28,0,0,3,0,1,112,1,9,15,0,3,0,0,0,48,115,0,3,3,2,0,0,2,169,0,1,1,0,1,3,1,0,0
2,0,0,0,0,211,0,0,1,0,0,2,1,6,110,44,0,0,9,3,12,89,12,5,0,7,6,3,389,136,124,72,2,0,3,53,386,158,28,207,26,0,2,149,342,63,0,0,0,0,4,0,121,55,23,7,0,0,0,74,384,59,38,44,0,1,1,148,979,732,229,98,119,0,1,56,8,5,94,245,83,3,0,17,0,103,4,139,35,3,7,19,0,11,76,18,0,0,6,0,2,109,2,12,6,0,0,0,3,1,47,110,0,0,0,1,3,0,1,172,5,8,0,1,2,1,0,0,0
2,0,0,0,6,212,0,0,1,3,0,2,0,7,110,42,0,5,0,6,11,92,12,4,0,0,0,0,406,138,123,71,2,0,1,48,405,147,33,225,0,0,2,139,345,39,0,0,0,1,2,2,124,49,15,0,0,0,0,76,379,59,8,24,0,1,0,148,979,723,224,106,121,0,0,60,8,5,90,241,76,3,0,6,0,102,1,139,23,3,0,7,2,6,74,28,0,0,0,0,16,112,1,9,7,20,3,0,12,4,47,108,1,0,7,1,2,0,0,167,0,11,12,25,0,3,0,1,0
2,0,3,0,1,215,10,0,7,0,0,1,0,7,111,46,14,3,1,2,12,88,12,10,0,1,0,1,389,138,126,78,12,0,1,46,396,147,33,224,1,0,3,135,340,46,0,0,3,0,2,2,123,49,17,7,0,0,0,74,372,58,8,29,2,0,0,148,969,723,224,105,118,0,3,57,7,5,94,243,74,1,13,10,0,102,3,137,22,3,33,7,0,5,75,28,0,0,1,0,3,107,3,6,32,0,1,0,2,10,42,103,13,3,1,3,3,0,0,174,16,3,0,0,2,1,0,0,12
2,0,0,0,0,211,1,0,3,2,0,1,0,6,111,43,0,3,0,0,12,89,13,4,0,0,0,1,386,139,124,71,2,0,7,18,399,160,34,222,1,0,0,134,344,55,0,0,4,0,3,0,124,65,12,7,0,2,0,80,370,65,0,30,0,3,0,152,969,737,227,107,112,0,1,55,3,2,90,248,74,0,3,1,0,103,4,137,15,3,3,32,0,14,71,7,0,0,1,0,3,112,0,10,7,0,2,0,2,3,46,108,1,6,1,1,3,0,0,169,1,2,0,1,2,3,0,0,0
2,0,15,0,1,211,1,0,0,0,1,0,9,5,109,43,0,6,0,0,15,89,13,2,1,0,0,0,394,136,124,70,3,0,0,46,403,144,38,219,0,0,5,139,341,42,3,0,0,0,2,3,122,42,21,16,0,0,0,75,377,63,0,44,0,0,0,148,972,723,225,110,119,0,1,56,9,4,92,241,76,1,1,12,0,103,2,139,24,2,2,6,2,7,80,27,0,11,0,2,3,111,0,11,7,6,0,3,0,1,46,107,1,3,0,0,4,0,1,165,0,0,0,0,3,1,1,0,0
2,0,2,5,3,214,13,0,0,0,5,3,0,0,115,43,0,2,0,3,12,83,12,4,0,0,0,0,394,138,127,76,0,0,3,48,400,145,35,225,1,0,3,136,339,45,2,0,5,0,4,3,120,51,19,8,0,0,0,74,375,60,7,30,0,0,7,148,961,719,221,109,120,0,0,56,7,4,91,249,73,5,0,8,0,100,3,143,24,13,17,10,2,6,77,25,0,0,9,0,3,64,1,10,4,0,0,0,1,0,44,108,1,3,2,1,0,7,15,167,0,1,1,0,0,1,11,0,1
2,0,0,0,0,213,0,1,3,0,2,3,1,7,111,44,0,1,0,3,10,92,12,11,0,0,1,0,384,138,127,78,11,5,0,47,386,147,32,224,0,0,0,136,335,47,2,0,4,6,0,2,123,51,16,7,1,3,1,73,371,58,8,25,3,24,0,151,969,723,222,108,119,3,0,56,16,6,92,241,76,0,0,44,0,102,1,145,23,14,0,1,12,6,75,27,0,0,1,0,1,124,10,15,8,0,1,0,2,3,55,113,0,2,3,3,3,0,12,172,5,1,8,0,1,6,0,4,5
2,0,2,0,0,208,0,0,0,0,1,2,0,6,111,41,1,1,1,3,10,92,13,2,2,0,1,2,385,137,126,70,4,0,6,28,401,147,33,222,1,0,10,132,344,46,0,0,4,0,0,0,143,51,17,7,0,3,4,71,398,59,8,28,1,0,0,146,984,740,224,107,120,0,0,82,6,15,86,240,76,6,0,7,0,115,1,144,25,13,0,3,15,0,72,26,0,0,2,0,2,110,1,4,4,0,0,0,2,3,47,112,1,4,2,8,0,1,1,169,0,0,1,0,1,3,0,0,0
2,0,5,0,0,204,1,0,1,0,14,2,0,5,111,44,0,0,0,2,11,90,13,4,0,6,0,1,387,135,124,70,2,0,1,40,416,165,28,224,0,0,1,142,353,56,0,0,3,0,0,1,136,56,26,7,0,0,0,76,380,56,7,29,1,0,0,148,981,728,226,119,127,0,1,56,5,4,92,246,71,0,0,12,0,104,3,152,21,7,1,0,3,6,76,46,0,4,6,0,3,111,0,9,7,6,7,0,2,3,46,108,1,6,0,1,1,0,1,169,0,0,4,2,2,1,1,0,0
2,0,0,0,7,207,0,0,0,0,4,0,10,0,112,43,0,0,1,1,15,86,8,3,1,0,1,0,402,128,110,68,3,0,3,47,391,148,35,224,0,0,3,136,335,48,3,0,0,0,3,1,123,49,19,0,3,0,0,75,375,60,8,25,0,0,0,147,964,720,224,107,120,0,0,55,8,7,92,241,78,2,0,9,0,102,4,147,24,3,1,30,3,5,78,28,0,0,0,0,3,110,1,11,5,0,15,0,0,1,46,109,0,0,6,14,0,0,0,166,0,0,3,17,17,2,0,0,1
2,0,0,0,2,212,0,1,5,0,15,3,3,14,110,41,0,1,1,2,9,91,15,3,0,0,1,2,391,135,121,73,0,0,3,46,397,146,33,227,1,0,3,136,337,46,1,0,3,0,3,1,123,52,17,8,0,0,0,75,372,60,8,30,0,0,0,150,971,718,222,109,119,0,3,56,8,4,90,243,76,0,0,11,0,100,3,147,23,1,5,0,1,4,76,27,0,3,1,0,0,107,0,7,0,1,2,0,1,3,50,103,16,4,1,2,3,3,3,161,0,3,0,0,1,5,5,0,0
2,0,3,0,0,211,0,0,2,0,0,2,0,5,112,44,0,2,0,3,11,91,14,4,0,1,2,1,385,137,126,71,2,0,0,40,416,146,33,224,0,0,0,136,350,46,2,0,3,6,0,5,120,49,18,8,0,27,0,73,384,59,9,30,0,0,0,159,956,731,228,108,118,2,0,64,0,3,92,240,76,0,0,6,0,100,19,145,24,2,0,0,0,0,88,26,0,0,1,0,2,112,0,12,1,0,1,0,0,3,46,112,0,4,1,3,1,0,0,172,1,1,1,0,2,3,0,3,0
2,0,13,0,0,211,0,0,3,0,0,6,8,6,112,41,0,15,0,0,19,92,12,3,1,2,32,0,399,138,124,70,3,0,0,46,393,161,25,241,15,0,2,138,341,41,3,0,4,2,2,3,124,54,23,7,0,0,0,76,378,63,31,21,0,0,0,151,967,727,227,111,133,0,2,55,9,6,94,238,82,1,1,9,0,102,2,150,25,2,2,7,1,6,76,31,3,0,9,0,1,112,0,11,7,43,0,0,2,3,46,111,1,0,0,2,1,0,0,167,0,10,1,0,1,3,1,0,0
2,0,0,3,2,199,6,0,2,0,16,0,15,0,112,41,0,1,0,2,29,88,10,2,1,0,0,3,395,129,132,70,3,0,0,44,398,147,34,241,0,0,2,138,339,46,0,0,0,0,3,3,120,52,17,6,0,0,0,73,377,60,9,29,0,0,0,150,967,719,222,105,118,0,1,56,9,4,92,236,75,0,1,10,0,99,4,147,23,1,2,8,2,6,72,26,0,0,1,0,0,118,0,11,7,1,2,6,0,0,63,109,0,3,1,0,0,0,4,166,0,1,0,20,0,0,3,0,0
2,0,3,0,1,209,1,0,0,1,4,1,1,5,114,31,0,2,1,2,13,94,12,0,0,0,0,2,388,140,125,76,12,0,1,47,392,147,34,227,2,0,2,137,338,47,3,0,4,0,2,0,121,48,19,6,1,0,0,73,374,59,8,28,1,10,0,152,964,720,224,110,121,3,0,56,7,6,89,236,75,28,0,12,0,100,3,145,24,0,0,33,0,6,73,27,0,0,3,0,4,114,0,11,7,0,0,0,7,7,44,108,1,12,1,2,23,0,3,164,0,7,0,4,8,7,0,0,0
2,0,0,0,0,212,0,0,5,1,3,0,0,6,113,48,0,1,0,0,16,93,11,7,0,0,0,0,391,140,127,71,0,7,13,47,398,147,33,224,1,8,6,137,337,46,1,0,3,3,0,3,122,51,16,6,0,12,0,75,373,58,8,27,0,12,0,151,979,716,223,108,120,5,0,59,4,4,92,235,76,0,0,13,0,99,3,147,24,8,0,16,0,5,73,25,0,2,0,15,25,112,0,11,5,9,14,0,0,3,47,109,0,6,0,0,10,0,0,166,0,0,0,3,4,2,0,0,1
2,0,0,0,6,200,0,0,1,0,2,0,0,2,117,41,0,2,3,0,13,101,12,4,0,0,0,1,396,138,133,71,1,0,1,50,399,145,35,219,0,0,3,135,340,46,2,0,4,0,3,0,126,51,17,6,2,0,0,73,394,60,8,28,1,0,1,160,980,720,219,107,119,0,3,58,0,6,91,238,73,2,0,17,0,102,2,147,22,3,0,37,2,6,70,27,0,0,4,0,1,119,0,11,5,0,2,0,0,15,41,110,0,2,3,0,6,0,0,166,0,1,0,16,2,3,0,0,1
2,0,0,0,0,225,1,0,0,0,4,1,0,7,103,44,0,1,0,1,12,82,7,1,0,0,1,1,391,135,120,70,3,0,1,48,389,148,33,245,0,0,3,137,337,46,1,12,0,0,3,4,123,51,17,15,0,0,0,75,374,60,8,31,1,0,0,148,964,715,223,103,118,0,2,56,9,4,91,246,75,3,0,9,0,100,1,152,11,3,1,4,2,5,75,19,3,14,21,0,0,111,0,12,5,0,6,8,0,2,47,108,0,0,10,0,0,0,1,167,0,12,3,0,0,1,0,0,0
2,0,1,0,0,217,16,2,17,0,2,1,1,6,100,46,8,3,0,1,13,92,13,0,1,1,0,2,393,142,127,74,0,0,0,46,399,144,33,230,0,0,3,137,335,46,3,0,4,0,1,1,120,50,19,7,0,0,0,73,371,59,8,30,0,0,3,150,967,715,222,105,120,0,0,56,8,3,92,237,71,7,28,11,0,99,4,146,24,1,19,8,0,6,75,26,1,0,2,0,0,115,27,9,7,0,1,0,1,6,56,110,0,3,2,0,3,0,0,167,0,0,0,0,12,0,0,0,0
2,0,2,0,0,211,0,19,0,3,0,2,1,4,112,47,28,2,1,1,12,92,11,2,0,0,1,1,388,138,119,68,0,0,1,48,398,147,32,235,25,0,3,138,341,46,2,0,5,0,3,1,121,49,18,8,3,0,0,73,375,59,9,28,4,0,0,153,967,717,215,109,121,0,0,56,7,7,93,244,76,3,0,12,0,98,1,147,23,3,0,34,0,5,84,28,0,0,6,0,1,113,0,12,6,3,7,0,3,3,46,109,0,0,0,1,0,0,0,167,0,5,0,7,6,1,0,0,0
2,0,0,0,0,214,0,0,3,0,0,4,0,0,119,48,0,0,0,5,11,79,14,5,0,0,1,1,381,119,137,71,8,0,1,46,383,145,34,224,2,0,1,136,335,46,1,0,5,0,2,2,121,52,16,7,0,0,0,73,369,56,8,30,0,0,1,152,967,718,220,108,120,6,0,56,8,6,91,244,76,17,0,9,0,100,0,142,32,23,0,0,0,6,78,25,0,0,1,4,8,113,0,11,6,0,1,0,9,15,72,110,0,2,3,7,0,0,21,166,0,1,0,0,0,7,7,0,0
2,0,0,0,0,208,0,3,1,1,6,1,1,7,108,44,11,3,0,1,12,96,3,3,12,0,0,2,392,137,151,74,14,0,3,47,396,147,32,227,1,0,3,137,341,47,3,0,3,0,2,3,122,51,16,8,0,0,0,73,375,58,7,30,0,0,0,151,966,724,222,103,120,0,0,56,7,6,91,243,75,0,0,9,0,102,1,147,25,0,11,21,1,7,79,27,0,0,1,7,0,112,0,13,6,1,1,0,0,6,39,111,0,3,3,0,4,0,0,167,0,2,1,0,7,0,0,0,0
2,0,1,0,1,214,0,4,13,0,1,1,1,6,112,46,0,3,1,1,12,91,13,7,0,1,0,2,390,140,126,72,0,1,0,47,391,145,32,224,2,0,0,137,337,46,1,0,4,0,1,4,119,49,17,7,0,0,0,73,371,59,9,30,0,0,3,153,972,726,220,108,119,0,6,56,8,5,89,242,76,0,7,12,0,99,3,147,24,5,32,4,4,4,76,25,0,0,4,0,1,120,0,7,7,0,0,0,1,8,35,112,0,3,2,1,1,0,0,169,0,2,0,1,3,5,7,1,0
2,0,0,0,0,213,1,7,0,0,0,3,0,7,112,43,0,1,1,0,9,93,11,4,0,1,1,1,389,139,126,64,14,0,0,46,387,147,33,225,3,0,3,136,335,44,1,0,4,0,7,1,124,49,18,8,0,0,0,72,372,56,9,29,0,0,0,134,968,719,222,106,115,0,0,58,12,6,91,233,75,0,0,22,0,101,1,143,24,2,0,17,44,7,74,25,0,0,0,0,3,112,0,12,19,0,1,0,2,12,56,124,23,2,1,3,1,0,12,172,5,6,1,1,2,6,0,2,0
2,0,1,0,0,211,0,0,0,0,0,3,1,6,112,44,0,0,3,2,11,92,11,3,0,0,1,3,386,137,124,72,1,10,0,79,409,143,34,224,3,6,15,145,342,44,2,0,5,7,10,0,117,49,19,7,0,0,3,84,374,60,9,30,1,0,0,172,979,724,223,105,120,32,0,56,21,6,89,233,76,7,7,2,0,100,3,145,24,0,5,3,3,6,74,27,0,0,0,0,3,113,7,11,7,0,2,0,3,0,46,110,0,3,1,2,3,1,47,166,3,4,1,1,2,4,0,0,1
2,0,0,0,0,215,0,0,1,0,8,1,0,5,113,45,1,0,1,1,12,92,14,4,0,0,2,1,391,139,127,71,1,0,1,25,404,145,35,225,1,1,3,140,348,44,1,0,4,0,1,0,124,49,19,7,0,1,0,71,392,61,9,30,0,2,0,130,981,732,227,107,119,0,0,27,13,3,98,239,73,6,0,0,0,100,0,143,24,3,2,7,11,7,79,28,0,0,3,0,2,112,2,22,0,0,2,0,1,3,44,115,4,2,3,4,1,0,0,179,0,1,1,0,1,3,0,12,0
2,0,32,0,0,211,1,0,2,0,0,1,0,4,112,42,0,0,0,2,12,90,14,3,1,0,8,1,387,138,125,71,2,0,1,45,392,143,35,228,0,0,1,138,344,30,1,0,20,0,2,1,119,53,12,0,1,0,0,73,379,73,4,35,0,0,0,151,973,743,223,115,118,0,2,54,8,7,86,240,74,0,1,9,0,100,0,141,31,3,0,0,0,6,75,76,0,2,0,1,1,111,0,11,7,0,0,0,2,2,43,110,0,14,2,3,0,0,0,165,3,1,0,1,1,1,0,0,1
2,0,0,0,6,216,4,8,0,1,2,6,4,0,115,62,0,1,0,0,9,92,15,1,0,3,0,13,392,138,128,68,0,0,1,47,395,142,35,230,0,0,2,135,339,46,3,0,4,0,3,1,118,51,24,5,1,0,0,72,373,62,9,30,0,3,0,151,966,720,222,105,120,0,0,55,8,3,92,243,77,4,1,11,0,98,6,145,25,2,3,0,1,5,75,27,0,7,0,0,0,112,0,11,6,9,0,0,0,3,47,109,0,17,0,11,8,0,0,164,0,6,0,0,0,3,0,0,1
2,0,2,0,2,217,2,0,0,0,0,3,0,6,113,41,1,0,1,3,10,92,12,3,0,0,0,1,388,140,129,71,2,0,3,44,399,145,33,226,3,0,0,136,352,46,1,0,5,0,0,0,126,50,16,6,2,12,0,74,384,60,7,29,0,0,0,182,975,748,228,107,119,0,1,60,8,1,96,242,76,3,0,15,0,103,0,148,24,3,2,7,0,2,73,27,0,0,4,0,3,112,0,11,6,0,1,0,1,3,46,119,0,3,2,0,2,0,1,174,0,2,0,0,1,1,3,3,0
